entry_date,branch_name,time
1771920992,pr-2,334.7546942234
1771936274,pr-8,106.03680706024
1771940820,pr-10,110.53167104721
1771950446,pr-11,80.849833965302
1771950692,pr-12,41.86473608017
1771950869,pr-13,73.945962905884
1771951656,pr-3,29.140298843384
1771953627,pr-14,113.6785531044
1771968545,pr-16,48.845296144485
1771968699,pr-12,30.309317827225
1771971223,pr-3,35.94016289711
1771971511,pr-3,29.392845869064
